0.38039,0.44574,0.4073,0.27788,0.28969,0.44899,0.17446,0.23101,0.26517,0.25783,0.19304,0.14373,0.11921,0.30898,0.13123,0.20066,0.30007,0.38954,0.17048,0.1775,0.17124
0.21822,0.21602,0.23709,0.28595,0.21375,0.12513,0.1582,0.23589,0.13111,0.17674,0.12517,0.12648,0.21442,0.14451,0.14706,0.1718,0.098623,0.16941,0.12515,0.17404,0.1046
0.2122,0.20577,0.14072,0.20378,0.211,0.18359,0.16847,0.13799,0.14951,0.19264,0.13808,0.1591,0.17257,0.17732,0.17525,0.17688,0.15888,0.14954,0.18197,0.19423,0.16122
0.14742,0.17778,0.17308,0.16013,0.18762,0.11964,0.15367,0.17005,0.16114,0.16239,0.17442,0.17385,0.16218,0.15773,0.15672,0.14367,0.18538,0.15297,0.14974,0.13163,0.15024
0.12855,0.1337,0.1294,0.20266,0.14583,0.14386,0.1801,0.15012,0.14003,0.16191,0.13717,0.14297,0.171,0.14524,0.18326,0.16444,0.19976,0.13288,0.15006,0.19215,0.17373
