0.27849,0.40054,0.28897,0.59134
0.26283,0.21617,0.3074,0.48056
0.29334,0.23267,0.27857,0.41041
0.2911,0.23083,0.21451,0.23503
0.20677,0.22263,0.24362,0.18719
