6.1021,6.1395,6.7872,5.6057,5.5872,5.4917,5.0325,7.4937,7.0365,6.3814
2.7887,3.1814,3.8699,2.7827,2.9642,2.6346,3.0516,3.1076,2.9536,2.7715
1.4186,1.7666,1.6571,1.4317,1.0357,1.1286,1.7398,1.3559,1.2696,1.3058
4.1075,3.5726,3.8555,3.2253,3.3205,4.6758,4.8852,4.4112,3.8278,3.4987
2.7387,2.3536,2.0167,2.0703,2.1801,1.8423,1.7648,1.6347,3.9206,2.6364
0.88495,1.2843,1.097,1.0442,0.99965,1.3849,0.83337,1.358,0.90785,0.98725
