0.38039,0.44574,0.4073,0.18061,0.23084,0.19834,0.1608,0.11746,0.31009,0.32807,0.15136
0.21822,0.21602,0.23709,0.15806,0.23084,0.12946,0.13108,0.2229,0.15081,0.15449,0.15393
0.2122,0.20577,0.14072,0.16681,0.13707,0.14177,0.15438,0.16788,0.18527,0.16265,0.17446
0.14742,0.17778,0.17308,0.1522,0.17049,0.17883,0.17867,0.16563,0.15747,0.15109,0.15691
0.12855,0.1337,0.1294,0.17718,0.14923,0.13222,0.14288,0.16489,0.14696,0.137,0.14704
