0.42387,0.22082,0.42513,0.40724,0.61191,0.61894
0.35951,0.20511,0.23489,0.40814,0.21034,0.31192
0.32887,0.27461,0.25918,0.31698,0.37034,0.26711
0.23469,0.23195,0.30235,0.24471,0.29901,0.26863
0.15479,0.24522,0.18672,0.18323,0.25864,0.30983
