6.5933,6.5371,7.1622,6.1403,5.7421,5.4449,5.311,8.5857,7.506,6.8855
1.922,3.2884,4.7012,2.7581,5.0953,4.7203,3.7033,2.9358,3.6199,4.0217
1.8025,2.0352,1.9764,1.6632,1.1727,1.2606,1.9035,1.5993,1.5425,1.4285
