0.50455,0.22698,0.52549,0.30641,0.29683,0.35586,0.28338,0.2666,0.32429,0.27688,0.37002,0.29329,0.23798,0.35479,0.31688
0.31548,0.39046,0.36676,0.35613,0.47344,0.33625,0.39319,0.19063,0.55794,0.32448,0.29914,0.29241,0.44636,0.20447,0.30026
0.32363,0.34655,0.30484,0.30013,0.30754,0.26152,0.27489,0.24084,0.26584,0.25551,0.27979,0.28497,0.25292,0.39253,0.28879
0.29894,0.21819,0.20463,0.2038,0.22676,0.21786,0.22877,0.22272,0.22971,0.18677,0.25141,0.18563,0.20185,0.23303,0.24222
0.217,0.19481,0.153,0.17646,0.1989,0.22015,0.18072,0.30708,0.21993,0.31931,0.14496,0.21667,0.18839,0.14242,0.19528
0.30916,0.21596,0.30074,0.22128,0.37394,0.71194,0.32535,0.40679,0.4199,0.25142,0.38424,0.46317,0.40339,0.5425,0.48848
0.33268,0.30195,0.21979,0.23393,0.39895,0.53734,0.38531,0.37983,0.43912,0.2399,0.28556,0.31493,0.30298,0.27952,0.29922
0.2791,0.23739,0.2415,0.2065,0.29806,0.31968,0.27143,0.28238,0.30594,0.20855,0.31253,0.31338,0.24688,0.27828,0.24391
0.21217,0.26507,0.24401,0.19485,0.2351,0.17829,0.27508,0.23736,0.25544,0.19817,0.25963,0.20591,0.2168,0.20622,0.25885
0.25493,0.19539,0.31593,0.23022,0.14413,0.18849,0.2255,0.23396,0.17352,0.2599,0.17477,0.13382,0.15775,0.16153,0.19188
