0.099241,0.096966,0.13052,0.12976,0.098787,0.12527,0.083364,0.080596,0.11825,0.088625,0.14122,0.11249,0.10282,0.080832,0.088702,0.10154,0.071075,0.092642,0.10025,0.087739
0.10032,0.072796,0.13021,0.11527,0.086957,0.1131,0.10368,0.087443,0.10268,0.080374,0.084192,0.090341,0.10318,0.061129,0.073182,0.090676,0.09967,0.096271,0.11486,0.10932
0.089429,0.079167,0.11175,0.12314,0.10041,0.1109,0.10317,0.11632,0.087961,0.10512,0.10507,0.10222,0.084826,0.084273,0.096857,0.087875,0.096359,0.089094,0.081402,0.087414
0.1186,0.092996,0.11652,0.10649,0.098823,0.10089,0.074067,0.10465,0.10875,0.098585,0.094954,0.080083,0.089127,0.084822,0.089148,0.084091,0.092215,0.092699,0.10403,0.093382
0.10876,0.094433,0.094204,0.10713,0.10322,0.089941,0.11243,0.083728,0.097292,0.080618,0.074511,0.10114,0.094999,0.099515,0.086443,0.084606,0.11235,0.083784,0.12568,0.086393
0.093852,0.10471,0.10269,0.11329,0.047405,0.1372,0.10082,0.097633,0.11455,0.071874,0.10801,0.074499,0.095541,0.094967,0.063169,0.10979,0.13084,0.076509,0.069407,0.073966
0.091006,0.11928,0.12799,0.10098,0.077557,0.10438,0.081481,0.098556,0.1146,0.11842,0.098844,0.1271,0.12307,0.095985,0.086462,0.0656,0.086178,0.0967,0.082433,0.0908
0.12674,0.10734,0.10864,0.1131,0.079252,0.10532,0.067549,0.11633,0.10552,0.085822,0.082421,0.10144,0.094663,0.08468,0.099133,0.10644,0.090467,0.084836,0.095334,0.099443
0.075272,0.095186,0.11545,0.099785,0.1069,0.10942,0.10151,0.085223,0.098247,0.10087,0.088128,0.080053,0.10329,0.10501,0.087915,0.084585,0.076974,0.10282,0.096061,0.081287
0.099964,0.097807,0.11494,0.11872,0.079316,0.12801,0.074484,0.091804,0.089708,0.090023,0.091363,0.08906,0.093101,0.085751,0.065149,0.10129,0.079022,0.10368,0.082648,0.1098
