0.11196,0.12188,0.16107,0.15877,0.073312,0.099638,0.15036,0.088868,0.14655,0.1092,0.1108,0.10044,0.14605,0.16732,0.15446,0.13729,0.16034,0.14495,0.16818,0.16331
0.1164,0.12885,0.12735,0.15973,0.12951,0.15296,0.12627,0.11887,0.18326,0.14211,0.12089,0.1562,0.11709,0.16352,0.17217,0.16264,0.13869,0.10241,0.14278,0.17692
0.11789,0.13339,0.13244,0.13619,0.13281,0.11697,0.1456,0.13674,0.10357,0.14213,0.10249,0.12488,0.14534,0.12121,0.15432,0.15184,0.12128,0.12962,0.12255,0.12209
0.12063,0.13998,0.12279,0.13737,0.10952,0.12968,0.11539,0.11774,0.12902,0.12508,0.13771,0.12061,0.13317,0.14129,0.13788,0.1183,0.1161,0.12724,0.13772,0.12112
0.14626,0.11036,0.12169,0.1157,0.1013,0.12605,0.12733,0.12644,0.12793,0.10859,0.10501,0.16476,0.12692,0.13036,0.11151,0.1268,0.12391,0.13126,0.12652,0.11979
0.10999,0.13571,0.095574,0.13229,0.18539,0.11841,0.1313,0.14814,0.1233,0.11299,0.13693,0.11112,0.17836,0.14452,0.089985,0.16186,0.09457,0.11722,0.17128,0.096666
0.17062,0.14739,0.17193,0.096746,0.16073,0.10416,0.12774,0.11957,0.18246,0.14791,0.1582,0.10237,0.14684,0.08916,0.15784,0.14366,0.11418,0.10931,0.15093,0.16025
0.12947,0.1132,0.11816,0.13236,0.13717,0.13786,0.10724,0.10791,0.10148,0.12523,0.15226,0.1431,0.1211,0.13662,0.14212,0.15034,0.12532,0.15055,0.091777,0.14597
0.12026,0.11317,0.11572,0.13843,0.13759,0.13581,0.12682,0.096999,0.10756,0.13329,0.142,0.11229,0.11167,0.11945,0.15299,0.1219,0.10498,0.1526,0.13919,0.12434
0.11653,0.10441,0.12458,0.15497,0.14232,0.10924,0.09627,0.13297,0.11132,0.15355,0.10113,0.11192,0.11174,0.13082,0.11356,0.11745,0.12624,0.13558,0.13445,0.12789
