0.24594,0.11305,0.21127,0.22298,0.21005,0.18994,0.22754,0.12299,0.13954,0.16946,0.21609,0.60314,0.15514,0.14259,0.21227
0.13269,0.15108,0.16684,0.14077,0.16048,0.1624,0.15069,0.13119,0.1111,0.22964,0.16418,0.1279,0.21743,0.16555,0.19727
0.17977,0.13077,0.19972,0.16055,0.17092,0.13822,0.16272,0.16615,0.19501,0.16005,0.15989,0.15014,0.18124,0.20693,0.20995
0.1627,0.14881,0.15732,0.15271,0.15685,0.12628,0.28617,0.206,0.24959,0.19479,0.17694,0.14189,0.18325,0.25733,0.34521
0.19611,0.16202,0.18428,0.18815,0.17245,0.18592,0.22604,0.26986,0.25186,0.24628,0.21719,0.19211,0.25974,0.25784,0.23901
0.14382,0.13742,0.22704,0.19514,0.20209,0.24349,0.13955,0.23895,0.28819,0.30479,0.21467,0.15232,0.27322,0.32395,0.19796
0.1876,0.16795,0.15181,0.20772,0.17373,0.1579,0.17249,0.15767,0.14257,0.19871,0.19228,0.10382,0.40829,0.21301,0.28389
0.22648,0.16179,0.18808,0.19063,0.2014,0.16893,0.13308,0.23458,0.12424,0.13458,0.16182,0.1649,0.26589,0.17487,0.28443
0.16463,0.16212,0.15342,0.16278,0.17258,0.19177,0.19186,0.25493,0.18981,0.20224,0.15979,0.16818,0.24667,0.27035,0.26801
0.14601,0.17977,0.13791,0.14465,0.14138,0.16781,0.23836,0.26589,0.23736,0.27571,0.16178,0.20294,0.2245,0.26599,0.23644
