6.7146,8.3078,6.0807,5.6951,6.6115,2.9568,7.7636,9.4538,6.7863,7.6469
2.7982,3.4651,4.217,2.8531,3.4322,5.2512,6.3245,5.1221,2.1875,4.281
1.2436,1.3355,1.4694,1.6928,2.0238,1.9739,2.0851,1.3528,1.5582,1.5118
