0.19029,0.22638,0.22793,0.25564,0.16255,0.16988,0.1592,0.20421,0.14749,0.16182,0.22275,0.21111,0.22304,0.47386,0.31498
0.090257,0.19242,0.16428,0.14233,0.20578,0.11359,0.18338,0.24903,0.1562,0.1739,0.15685,0.18949,0.13946,0.36225,0.22106
0.18261,0.2275,0.1695,0.184,0.28775,0.15702,0.16431,0.22452,0.1784,0.25991,0.23443,0.26371,0.17504,0.25891,0.32904
0.25588,0.29946,0.22134,0.20095,0.20847,0.19445,0.19052,0.27659,0.19224,0.23462,0.22886,0.26764,0.28043,0.26259,0.18772
0.24443,0.20785,0.30925,0.26428,0.20914,0.3246,0.26001,0.21127,0.24198,0.22489,0.23658,0.19663,0.25996,0.1674,0.16797
0.44218,0.17481,0.17957,0.18316,0.14727,0.17291,0.14377,0.16753,0.17924,0.16437,0.19374,0.27142,0.1608,0.21146,0.25999
0.18111,0.16016,0.11315,0.1354,0.18482,0.1745,0.17612,0.24194,0.11701,0.15202,0.13868,0.17901,0.27856,0.14935,0.18227
0.22179,0.18244,0.21255,0.13184,0.21527,0.17067,0.19928,0.20699,0.16111,0.16196,0.14912,0.19524,0.24276,0.21531,0.17374
0.27741,0.22592,0.21643,0.17572,0.17787,0.26261,0.20827,0.21897,0.18942,0.21026,0.17304,0.2461,0.28314,0.2051,0.22541
0.22105,0.29901,0.31494,0.17264,0.25857,0.29319,0.2052,0.22205,0.28317,0.26381,0.17325,0.24558,0.20355,0.20998,0.25944
