1.7042,3.2878,1.4655,2.4717,2.66,1.1628,3.1449,3.0447
1.0802,1.9603,1.2893,2.0821,2.6048,0.5671,1.3374,1.6021
0.84736,0.51636,0.73257,0.89857,0.8316,0.62569,1.0782,0.82304
2.733,2.7768,2.6855,1.6427,2.5308,2.312,3.2214,1.0333
2.4031,2.769,1.9192,0.87918,1.7784,1.7214,2.4858,1.0552
1.0982,1.0646,0.91257,0.61272,1.0402,0.75059,1.1013,0.61735
